bulletin_id,candidat_id,mission_id,date_paie,heures_indemnisees,salaire_brut_base,ifm_montant,cp_montant,total_brut,charges_patronales,cout_total_employeur
PAY-2026-1773,CAND-1420,MISS-10252,2024-12-27,35.0,2106.96,210.7,231.77,2549.42,1070.75,3620.17
PAY-2026-1774,CAND-1048,MISS-10044,2025-08-27,210.0,13698.44,1369.84,1506.83,16575.12,6961.55,23536.67
PAY-2026-1775,CAND-1458,MISS-12478,2025-08-29,35.0,2202.62,220.26,242.29,2665.17,1119.37,3784.54
PAY-2026-1776,CAND-1310,MISS-10336,2026-07-08,70.0,2918.94,291.89,321.08,3531.92,1483.41,5015.33
PAY-2026-1777,CAND-1378,MISS-13185,2024-09-16,70.0,2872.68,287.27,315.99,3475.94,1459.9,4935.84
PAY-2026-1778,CAND-1168,MISS-10100,2025-01-09,35.0,1912.88,191.29,210.42,2314.59,972.13,3286.72
PAY-2026-1779,CAND-1110,MISS-13235,2026-05-23,210.0,7420.96,742.1,816.31,8979.36,3771.33,12750.68
PAY-2026-1780,CAND-1209,MISS-10223,2025-04-20,630.0,46234.8,4623.48,5085.83,55944.11,23496.53,79440.63
PAY-2026-1781,CAND-1355,MISS-12513,2024-09-28,17.5,762.34,76.23,83.86,922.43,387.42,1309.85
PAY-2026-1782,CAND-1453,MISS-10184,2025-04-19,70.0,4407.05,440.71,484.78,5332.53,2239.66,7572.19
PAY-2026-1783,CAND-1055,MISS-10848,2025-11-09,70.0,2943.34,294.33,323.77,3561.44,1495.8,5057.24
PAY-2026-1784,CAND-1466,MISS-12133,2026-01-23,17.5,881.5,88.15,96.96,1066.61,447.98,1514.58
PAY-2026-1785,CAND-1472,MISS-12806,2026-08-22,210.0,6651.49,665.15,731.66,8048.3,3380.29,11428.59
PAY-2026-1786,CAND-1295,MISS-13070,2026-06-21,70.0,2856.1,285.61,314.17,3455.88,1451.47,4907.35
PAY-2026-1787,CAND-1429,MISS-11677,2025-10-16,17.5,900.22,90.02,99.02,1089.27,457.49,1546.76
PAY-2026-1788,CAND-1490,MISS-11009,2024-11-19,315.0,17619.42,1761.94,1938.14,21319.5,8954.19,30273.7
PAY-2026-1789,CAND-1151,MISS-13183,2024-07-03,210.0,10297.38,1029.74,1132.71,12459.82,5233.13,17692.95
PAY-2026-1790,CAND-1304,MISS-11191,2026-08-06,630.0,38993.56,3899.36,4289.29,47182.21,19816.53,66998.73
PAY-2026-1791,CAND-1446,MISS-11559,2025-07-29,315.0,21681.37,2168.14,2384.95,26234.46,11018.47,37252.93
PAY-2026-1792,CAND-1486,MISS-10891,2024-05-14,210.0,8884.94,888.49,977.34,10750.78,4515.33,15266.1
PAY-2026-1793,CAND-1242,MISS-11365,2025-06-12,35.0,2538.38,253.84,279.22,3071.43,1290.0,4361.44
PAY-2026-1794,CAND-1140,MISS-10235,2024-10-28,35.0,2482.34,248.23,273.06,3003.64,1261.53,4265.17
PAY-2026-1795,CAND-1018,MISS-11546,2024-12-09,17.5,838.66,83.87,92.25,1014.78,426.21,1440.99
PAY-2026-1796,CAND-1005,MISS-13125,2024-09-30,70.0,4573.46,457.35,503.08,5533.88,2324.23,7858.11
PAY-2026-1797,CAND-1221,MISS-10560,2025-03-12,70.0,2301.43,230.14,253.16,2784.73,1169.59,3954.32
PAY-2026-1798,CAND-1118,MISS-13458,2024-03-20,630.0,30545.82,3054.58,3360.04,36960.44,15523.38,52483.82
PAY-2026-1799,CAND-1236,MISS-10649,2026-03-30,315.0,12977.6,1297.76,1427.54,15702.9,6595.22,22298.11
PAY-2026-1800,CAND-1163,MISS-11789,2024-09-21,315.0,13753.7,1375.37,1512.91,16641.98,6989.63,23631.62
PAY-2026-1801,CAND-1325,MISS-10580,2024-03-03,70.0,4247.36,424.74,467.21,5139.31,2158.51,7297.82
PAY-2026-1802,CAND-1232,MISS-11730,2026-08-12,70.0,4234.07,423.41,465.75,5123.22,2151.75,7274.98
PAY-2026-1803,CAND-1326,MISS-10782,2026-03-31,70.0,4280.38,428.04,470.84,5179.26,2175.29,7354.55
PAY-2026-1804,CAND-1047,MISS-12436,2025-02-20,210.0,15063.3,1506.33,1656.96,18226.6,7655.17,25881.77
PAY-2026-1805,CAND-1279,MISS-11855,2025-12-16,35.0,1174.63,117.46,129.21,1421.3,596.95,2018.25
PAY-2026-1806,CAND-1009,MISS-12659,2024-05-25,630.0,39364.0,3936.4,4330.04,47630.44,20004.78,67635.22
PAY-2026-1807,CAND-1106,MISS-11403,2025-11-05,315.0,21702.84,2170.28,2387.31,26260.44,11029.38,37289.82
PAY-2026-1808,CAND-1473,MISS-12107,2024-08-27,210.0,12468.2,1246.82,1371.5,15086.52,6336.34,21422.85
PAY-2026-1809,CAND-1213,MISS-13059,2025-12-06,210.0,11517.37,1151.74,1266.91,13936.02,5853.13,19789.15
PAY-2026-1810,CAND-1233,MISS-11611,2026-08-12,210.0,15015.98,1501.6,1651.76,18169.34,7631.12,25800.46
PAY-2026-1811,CAND-1085,MISS-10857,2024-08-26,35.0,1257.14,125.71,138.29,1521.14,638.88,2160.02
PAY-2026-1812,CAND-1121,MISS-12376,2026-03-04,17.5,1192.19,119.22,131.14,1442.55,605.87,2048.42
PAY-2026-1813,CAND-1252,MISS-13037,2025-06-20,35.0,1836.18,183.62,201.98,2221.78,933.15,3154.92
PAY-2026-1814,CAND-1044,MISS-11322,2024-12-20,35.0,2103.12,210.31,231.34,2544.78,1068.81,3613.59
PAY-2026-1815,CAND-1253,MISS-10976,2025-12-31,70.0,3533.66,353.37,388.7,4275.72,1795.8,6071.53
PAY-2026-1816,CAND-1317,MISS-13115,2025-05-13,70.0,4217.73,421.77,463.95,5103.45,2143.45,7246.9
PAY-2026-1817,CAND-1364,MISS-10772,2024-07-04,70.0,3619.69,361.97,398.17,4379.82,1839.53,6219.35
PAY-2026-1818,CAND-1303,MISS-10016,2025-02-08,70.0,3795.91,379.59,417.55,4593.05,1929.08,6522.13
PAY-2026-1819,CAND-1257,MISS-12100,2025-08-03,630.0,33228.41,3322.84,3655.13,40206.38,16886.68,57093.05
PAY-2026-1820,CAND-1266,MISS-11582,2024-02-05,210.0,6680.39,668.04,734.84,8083.27,3394.97,11478.25
PAY-2026-1821,CAND-1154,MISS-12988,2025-07-19,35.0,2494.8,249.48,274.43,3018.7,1267.85,4286.56
PAY-2026-1822,CAND-1121,MISS-12426,2025-04-09,17.5,539.05,53.91,59.3,652.26,273.95,926.2
PAY-2026-1823,CAND-1253,MISS-11416,2024-08-02,35.0,1470.2,147.02,161.72,1778.95,747.16,2526.11
PAY-2026-1824,CAND-1074,MISS-12524,2024-09-04,315.0,9733.65,973.36,1070.7,11777.72,4946.64,16724.36
PAY-2026-1825,CAND-1061,MISS-11856,2025-06-09,70.0,2679.44,267.94,294.74,3242.12,1361.69,4603.81
PAY-2026-1826,CAND-1306,MISS-12639,2025-05-05,315.0,20602.42,2060.24,2266.27,24928.93,10470.15,35399.09
PAY-2026-1827,CAND-1384,MISS-11338,2024-10-09,210.0,15437.74,1543.77,1698.15,18679.66,7845.46,26525.12
PAY-2026-1828,CAND-1030,MISS-12039,2025-04-22,70.0,2542.9,254.29,279.72,3076.9,1292.3,4369.2
PAY-2026-1829,CAND-1463,MISS-10864,2025-04-25,210.0,10854.6,1085.46,1194.01,13134.06,5516.31,18650.37
PAY-2026-1830,CAND-1013,MISS-12236,2024-02-03,315.0,11297.74,1129.77,1242.75,13670.27,5741.51,19411.79
PAY-2026-1831,CAND-1227,MISS-12163,2026-02-24,630.0,44333.66,4433.37,4876.7,53643.72,22530.36,76174.09
PAY-2026-1832,CAND-1051,MISS-11569,2025-02-26,210.0,15027.18,1502.72,1652.99,18182.89,7636.82,25819.71
PAY-2026-1833,CAND-1216,MISS-12183,2024-03-05,35.0,2554.14,255.41,280.96,3090.51,1298.01,4388.52
PAY-2026-1834,CAND-1478,MISS-13259,2026-03-02,210.0,13844.65,1384.46,1522.91,16752.03,7035.85,23787.88
PAY-2026-1835,CAND-1092,MISS-11558,2026-05-29,70.0,3261.76,326.18,358.79,3946.72,1657.62,5604.35
PAY-2026-1836,CAND-1118,MISS-11816,2024-05-03,70.0,2461.2,246.12,270.73,2978.05,1250.78,4228.83
PAY-2026-1837,CAND-1050,MISS-12472,2026-03-03,17.5,1060.62,106.06,116.67,1283.35,539.01,1822.36
PAY-2026-1838,CAND-1293,MISS-10718,2026-05-15,35.0,2121.02,212.1,233.31,2566.43,1077.9,3644.34
PAY-2026-1839,CAND-1439,MISS-11288,2026-07-09,17.5,689.64,68.96,75.86,834.46,350.47,1184.93
PAY-2026-1840,CAND-1397,MISS-12616,2025-07-22,630.0,21024.91,2102.49,2312.74,25440.14,10684.86,36125.0
PAY-2026-1841,CAND-1396,MISS-11886,2026-08-23,70.0,4255.38,425.54,468.09,5149.02,2162.59,7311.6
PAY-2026-1842,CAND-1298,MISS-11077,2026-08-08,35.0,1965.32,196.53,216.19,2378.04,998.78,3376.81
PAY-2026-1843,CAND-1298,MISS-12809,2026-05-05,70.0,5135.0,513.5,564.85,6213.34,2609.6,8822.95
PAY-2026-1844,CAND-1221,MISS-10717,2024-05-31,35.0,1110.88,111.09,122.2,1344.17,564.55,1908.72
PAY-2026-1845,CAND-1329,MISS-13198,2025-12-26,35.0,1641.16,164.12,180.53,1985.8,834.04,2819.84
PAY-2026-1846,CAND-1467,MISS-12346,2025-05-24,210.0,6614.22,661.42,727.56,8003.21,3361.35,11364.56
PAY-2026-1847,CAND-1103,MISS-11161,2024-09-09,70.0,5076.38,507.64,558.4,6142.42,2579.82,8722.24
PAY-2026-1848,CAND-1361,MISS-12685,2026-08-06,630.0,30948.74,3094.87,3404.36,37447.97,15728.15,53176.12
PAY-2026-1849,CAND-1036,MISS-10503,2026-07-07,70.0,3922.34,392.23,431.46,4746.03,1993.33,6739.36
PAY-2026-1850,CAND-1098,MISS-10213,2024-08-14,70.0,4580.76,458.08,503.88,5542.72,2327.94,7870.66
PAY-2026-1851,CAND-1358,MISS-10388,2026-01-19,35.0,2026.46,202.65,222.91,2452.02,1029.85,3481.86
PAY-2026-1852,CAND-1124,MISS-10653,2024-09-27,210.0,11186.14,1118.61,1230.48,13535.24,5684.8,19220.03
PAY-2026-1853,CAND-1298,MISS-11436,2024-11-23,210.0,11684.15,1168.42,1285.26,14137.82,5937.89,20075.71
PAY-2026-1854,CAND-1419,MISS-10409,2026-07-08,70.0,2296.2,229.62,252.58,2778.4,1166.93,3945.33
PAY-2026-1855,CAND-1049,MISS-12431,2024-05-27,70.0,4084.18,408.42,449.26,4941.85,2075.58,7017.43
PAY-2026-1856,CAND-1170,MISS-10702,2024-02-23,210.0,11541.56,1154.16,1269.57,13965.28,5865.42,19830.7
PAY-2026-1857,CAND-1460,MISS-10933,2025-10-30,35.0,1397.96,139.8,153.78,1691.53,710.44,2401.97
PAY-2026-1858,CAND-1312,MISS-11835,2024-07-30,210.0,6787.36,678.74,746.61,8212.71,3449.34,11662.05
PAY-2026-1859,CAND-1215,MISS-12709,2025-01-06,315.0,14119.08,1411.91,1553.1,17084.08,7175.31,24259.39
PAY-2026-1860,CAND-1208,MISS-11066,2024-07-26,315.0,19543.08,1954.31,2149.74,23647.13,9931.8,33578.93
PAY-2026-1861,CAND-1023,MISS-12221,2024-11-26,70.0,3878.49,387.85,426.63,4692.97,1971.05,6664.02
PAY-2026-1862,CAND-1355,MISS-10451,2026-06-28,17.5,1038.86,103.89,114.28,1257.03,527.95,1784.98
PAY-2026-1863,CAND-1063,MISS-12012,2025-01-13,35.0,1204.51,120.45,132.5,1457.45,612.13,2069.58
PAY-2026-1864,CAND-1460,MISS-12649,2025-03-19,35.0,1463.02,146.3,160.93,1770.25,743.51,2513.76
PAY-2026-1865,CAND-1220,MISS-11570,2024-03-13,17.5,1005.42,100.54,110.6,1216.56,510.95,1727.51
PAY-2026-1866,CAND-1058,MISS-11687,2024-10-22,210.0,6745.3,674.53,741.98,8161.82,3427.96,11589.78
PAY-2026-1867,CAND-1005,MISS-11668,2026-04-07,70.0,4298.78,429.88,472.87,5201.52,2184.64,7386.16
PAY-2026-1868,CAND-1254,MISS-12961,2024-06-29,315.0,20344.42,2034.44,2237.89,24616.75,10339.04,34955.79
PAY-2026-1869,CAND-1258,MISS-13318,2025-05-15,210.0,6348.14,634.81,698.3,7681.25,3226.12,10907.37
PAY-2026-1870,CAND-1470,MISS-11772,2025-02-16,17.5,1231.74,123.17,135.49,1490.41,625.97,2116.38
PAY-2026-1871,CAND-1196,MISS-11776,2025-04-21,315.0,14668.08,1466.81,1613.49,17748.38,7454.32,25202.7
PAY-2026-1872,CAND-1325,MISS-11061,2025-04-14,70.0,2354.19,235.42,258.96,2848.57,1196.4,4044.97
PAY-2026-1873,CAND-1263,MISS-10461,2024-10-14,70.0,4151.38,415.14,456.65,5023.18,2109.73,7132.91
PAY-2026-1874,CAND-1424,MISS-11921,2024-10-06,17.5,1156.98,115.7,127.27,1399.95,587.98,1987.93
PAY-2026-1875,CAND-1200,MISS-13385,2024-08-15,210.0,13216.78,1321.68,1453.85,15992.3,6716.77,22709.07
PAY-2026-1876,CAND-1421,MISS-11807,2026-04-26,210.0,9078.07,907.81,998.59,10984.46,4613.48,15597.94
PAY-2026-1877,CAND-1043,MISS-13433,2024-06-25,210.0,15361.5,1536.15,1689.77,18587.42,7806.71,26394.13
PAY-2026-1878,CAND-1102,MISS-11194,2025-04-03,35.0,1623.56,162.36,178.59,1964.5,825.09,2789.59
PAY-2026-1879,CAND-1175,MISS-12179,2024-08-06,70.0,3901.06,390.11,429.12,4720.28,1982.52,6702.8
PAY-2026-1880,CAND-1094,MISS-13149,2026-03-12,210.0,6346.13,634.61,698.07,7678.82,3225.1,10903.92
PAY-2026-1881,CAND-1281,MISS-12796,2026-08-16,35.0,1565.56,156.56,172.21,1894.33,795.62,2689.95
PAY-2026-1882,CAND-1146,MISS-12664,2025-11-02,210.0,10346.86,1034.69,1138.16,12519.71,5258.28,17777.98
PAY-2026-1883,CAND-1114,MISS-12504,2025-04-17,35.0,2238.33,223.83,246.22,2708.38,1137.52,3845.9
PAY-2026-1884,CAND-1189,MISS-13276,2026-04-10,35.0,1172.65,117.27,128.99,1418.91,595.94,2014.85
PAY-2026-1885,CAND-1366,MISS-10547,2024-06-02,630.0,45436.44,4543.64,4998.01,54978.09,23090.8,78068.88
PAY-2026-1886,CAND-1121,MISS-12274,2025-12-05,17.5,850.58,85.06,93.56,1029.2,432.26,1461.46
PAY-2026-1887,CAND-1151,MISS-12833,2025-02-03,630.0,42755.77,4275.58,4703.13,51734.48,21728.48,73462.96
PAY-2026-1888,CAND-1241,MISS-13471,2025-05-21,630.0,24276.38,2427.64,2670.4,29374.43,12337.26,41711.68
PAY-2026-1889,CAND-1167,MISS-10434,2025-07-25,70.0,3676.63,367.66,404.43,4448.72,1868.46,6317.19
PAY-2026-1890,CAND-1174,MISS-12108,2026-08-01,17.5,595.64,59.56,65.52,720.73,302.71,1023.44
PAY-2026-1891,CAND-1116,MISS-13329,2025-03-01,210.0,8862.27,886.23,974.85,10723.35,4503.81,15227.15
PAY-2026-1892,CAND-1389,MISS-10600,2025-03-17,70.0,3328.21,332.82,366.1,4027.13,1691.4,5718.53
PAY-2026-1893,CAND-1397,MISS-10608,2024-02-01,210.0,7222.16,722.22,794.44,8738.81,3670.3,12409.11
PAY-2026-1894,CAND-1016,MISS-10299,2025-10-22,210.0,14853.36,1485.34,1633.87,17972.57,7548.48,25521.04
PAY-2026-1895,CAND-1010,MISS-13251,2024-11-04,210.0,11075.45,1107.54,1218.3,13401.29,5628.54,19029.84
PAY-2026-1896,CAND-1324,MISS-12567,2024-05-26,315.0,16246.86,1624.69,1787.15,19658.7,8256.65,27915.35
PAY-2026-1897,CAND-1187,MISS-10814,2025-08-12,70.0,3400.36,340.04,374.04,4114.44,1728.07,5842.51
PAY-2026-1898,CAND-1341,MISS-13412,2026-05-25,35.0,1310.73,131.07,144.18,1585.98,666.11,2252.1
PAY-2026-1899,CAND-1411,MISS-10121,2026-03-02,70.0,4907.57,490.76,539.83,5938.16,2494.03,8432.19
PAY-2026-1900,CAND-1383,MISS-12172,2025-02-19,70.0,2662.7,266.27,292.9,3221.86,1353.18,4575.04
PAY-2026-1901,CAND-1265,MISS-12667,2025-04-12,210.0,14794.49,1479.45,1627.39,17901.33,7518.56,25419.89
PAY-2026-1902,CAND-1063,MISS-12321,2026-06-17,17.5,761.1,76.11,83.72,920.93,386.79,1307.72
PAY-2026-1903,CAND-1351,MISS-10397,2026-01-19,630.0,46653.02,4665.3,5131.83,56450.15,23709.06,80159.22
PAY-2026-1904,CAND-1443,MISS-12008,2024-08-24,35.0,1216.26,121.63,133.79,1471.67,618.1,2089.77
PAY-2026-1905,CAND-1229,MISS-13399,2024-06-24,210.0,8185.46,818.55,900.4,9904.41,4159.85,14064.26
PAY-2026-1906,CAND-1498,MISS-12407,2025-06-30,70.0,4099.43,409.94,450.94,4960.31,2083.33,7043.64
PAY-2026-1907,CAND-1318,MISS-12000,2025-09-19,630.0,34608.25,3460.83,3806.91,41875.99,17587.92,59463.9
PAY-2026-1908,CAND-1179,MISS-12918,2026-04-23,630.0,41282.53,4128.25,4541.08,49951.86,20979.78,70931.64
PAY-2026-1909,CAND-1325,MISS-11970,2024-02-05,630.0,28465.75,2846.58,3131.23,34443.56,14466.29,48909.85
PAY-2026-1910,CAND-1494,MISS-11511,2024-06-25,210.0,15242.44,1524.24,1676.67,18443.35,7746.21,26189.56
PAY-2026-1911,CAND-1236,MISS-13042,2025-10-17,210.0,11331.84,1133.18,1246.5,13711.53,5758.84,19470.37
PAY-2026-1912,CAND-1270,MISS-12369,2026-07-29,17.5,1266.33,126.63,139.3,1532.26,643.55,2175.81
PAY-2026-1913,CAND-1008,MISS-13443,2024-08-03,315.0,19226.62,1922.66,2114.93,23264.2,9770.97,33035.17
PAY-2026-1914,CAND-1299,MISS-11904,2025-06-19,210.0,12807.58,1280.76,1408.83,15497.18,6508.81,22005.99
PAY-2026-1915,CAND-1440,MISS-13436,2025-01-02,70.0,3230.84,323.08,355.39,3909.32,1641.91,5551.23
PAY-2026-1916,CAND-1221,MISS-10560,2025-03-12,70.0,2301.43,230.14,253.16,2784.73,1169.59,3954.32
PAY-2026-1917,CAND-1056,MISS-11080,2025-08-05,70.0,2512.32,251.23,276.36,3039.91,1276.76,4316.68
PAY-2026-1918,CAND-1029,MISS-11873,2025-05-19,210.0,10380.67,1038.07,1141.87,12560.62,5275.46,17836.08
PAY-2026-1919,CAND-1488,MISS-12176,2026-05-16,210.0,14772.8,1477.28,1625.01,17875.08,7507.53,25382.62
PAY-2026-1920,CAND-1114,MISS-11640,2024-06-01,210.0,9346.33,934.63,1028.1,11309.07,4749.81,16058.87
PAY-2026-1921,CAND-1107,MISS-10870,2026-05-02,70.0,3378.13,337.81,371.59,4087.54,1716.77,5804.3
PAY-2026-1922,CAND-1144,MISS-12969,2025-07-10,17.5,1109.2,110.92,122.01,1342.13,563.69,1905.82
PAY-2026-1923,CAND-1121,MISS-12326,2024-04-28,315.0,21337.57,2133.76,2347.13,25818.46,10843.75,36662.21
PAY-2026-1924,CAND-1472,MISS-12196,2024-04-02,70.0,3298.24,329.82,362.81,3990.88,1676.17,5667.04
PAY-2026-1925,CAND-1305,MISS-12384,2025-02-21,315.0,12390.66,1239.07,1362.97,14992.7,6296.94,21289.64
PAY-2026-1926,CAND-1218,MISS-12253,2025-01-23,17.5,692.19,69.22,76.14,837.55,351.77,1189.32
PAY-2026-1927,CAND-1037,MISS-12573,2024-03-02,210.0,7032.65,703.26,773.59,8509.51,3573.99,12083.5
PAY-2026-1928,CAND-1342,MISS-12101,2026-02-13,70.0,3197.18,319.72,351.69,3868.58,1624.8,5493.39
PAY-2026-1929,CAND-1312,MISS-10691,2024-10-04,315.0,16931.7,1693.17,1862.49,20487.35,8604.69,29092.04
PAY-2026-1930,CAND-1383,MISS-12267,2026-06-18,70.0,3672.2,367.22,403.94,4443.36,1866.21,6309.57
PAY-2026-1931,CAND-1275,MISS-10414,2026-07-06,35.0,2036.86,203.69,224.05,2464.6,1035.13,3499.73
PAY-2026-1932,CAND-1384,MISS-11749,2024-10-11,210.0,11008.05,1100.8,1210.89,13319.74,5594.29,18914.03
PAY-2026-1933,CAND-1220,MISS-10763,2025-12-13,35.0,2080.98,208.1,228.91,2517.99,1057.56,3575.55
PAY-2026-1934,CAND-1201,MISS-10237,2026-06-14,35.0,2553.77,255.38,280.91,3090.06,1297.83,4387.89
PAY-2026-1935,CAND-1157,MISS-12965,2025-03-05,35.0,2521.0,252.1,277.31,3050.41,1281.17,4331.58
PAY-2026-1936,CAND-1094,MISS-11999,2024-10-21,210.0,12502.91,1250.29,1375.32,15128.52,6353.98,21482.5
PAY-2026-1937,CAND-1442,MISS-10842,2024-07-15,70.0,2375.23,237.52,261.28,2874.03,1207.09,4081.12
PAY-2026-1938,CAND-1132,MISS-10965,2025-07-26,70.0,2729.94,272.99,300.29,3303.23,1387.36,4690.59
PAY-2026-1939,CAND-1265,MISS-10309,2024-09-25,630.0,45561.72,4556.17,5011.79,55129.68,23154.46,78284.14
PAY-2026-1940,CAND-1085,MISS-12480,2024-06-07,70.0,4208.92,420.89,462.98,5092.79,2138.97,7231.76
PAY-2026-1941,CAND-1301,MISS-12308,2025-03-07,17.5,946.98,94.7,104.17,1145.85,481.26,1627.1
PAY-2026-1942,CAND-1091,MISS-11491,2025-07-19,70.0,2784.68,278.47,306.31,3369.46,1415.17,4784.64
PAY-2026-1943,CAND-1491,MISS-10715,2024-05-20,70.0,3378.06,337.81,371.59,4087.45,1716.73,5804.18
PAY-2026-1944,CAND-1451,MISS-10622,2025-11-18,35.0,2277.95,227.8,250.57,2756.32,1157.65,3913.97
PAY-2026-1945,CAND-1135,MISS-13017,2025-11-08,315.0,20258.73,2025.87,2228.46,24513.06,10295.49,34808.55
PAY-2026-1946,CAND-1386,MISS-12595,2025-01-12,70.0,3306.15,330.62,363.68,4000.44,1680.19,5680.63
PAY-2026-1947,CAND-1150,MISS-12021,2026-04-05,35.0,2306.89,230.69,253.76,2791.34,1172.36,3963.7
PAY-2026-1948,CAND-1225,MISS-11711,2026-07-28,315.0,17846.8,1784.68,1963.15,21594.63,9069.75,30664.38
PAY-2026-1949,CAND-1460,MISS-12748,2025-12-01,70.0,2733.94,273.39,300.73,3308.07,1389.39,4697.46
PAY-2026-1950,CAND-1163,MISS-12491,2025-03-07,70.0,4451.84,445.18,489.7,5386.72,2262.42,7649.14
PAY-2026-1951,CAND-1168,MISS-10100,2025-01-09,35.0,1912.88,191.29,210.42,2314.59,972.13,3286.72
PAY-2026-1952,CAND-1260,MISS-12959,2026-06-13,35.0,1725.43,172.54,189.8,2087.77,876.86,2964.63
PAY-2026-1953,CAND-1176,MISS-13264,2024-12-28,35.0,1695.49,169.55,186.5,2051.54,861.65,2913.19
PAY-2026-1954,CAND-1310,MISS-13200,2024-06-29,70.0,2557.14,255.71,281.29,3094.14,1299.54,4393.68
PAY-2026-1955,CAND-1237,MISS-12679,2024-09-08,315.0,22353.52,2235.35,2458.89,27047.75,11360.06,38407.81
PAY-2026-1956,CAND-1033,MISS-12488,2025-05-17,70.0,3555.54,355.55,391.11,4302.2,1806.93,6109.13
PAY-2026-1957,CAND-1395,MISS-12202,2026-01-06,210.0,6581.16,658.12,723.93,7963.2,3344.54,11307.74
PAY-2026-1958,CAND-1052,MISS-12306,2024-08-16,315.0,18487.0,1848.7,2033.57,22369.27,9395.09,31764.36
PAY-2026-1959,CAND-1340,MISS-12045,2026-03-25,315.0,10783.48,1078.35,1186.18,13048.01,5480.16,18528.18
PAY-2026-1960,CAND-1323,MISS-10834,2025-06-06,315.0,19497.08,1949.71,2144.68,23591.46,9908.41,33499.87
PAY-2026-1961,CAND-1221,MISS-11116,2024-10-02,17.5,1124.95,112.5,123.74,1361.19,571.7,1932.89
PAY-2026-1962,CAND-1399,MISS-10956,2024-08-17,630.0,21443.24,2144.32,2358.76,25946.32,10897.45,36843.77
PAY-2026-1963,CAND-1287,MISS-10226,2026-02-09,17.5,823.04,82.3,90.53,995.88,418.27,1414.15
PAY-2026-1964,CAND-1100,MISS-13092,2025-03-15,210.0,7544.76,754.48,829.92,9129.17,3834.25,12963.42
PAY-2026-1965,CAND-1326,MISS-12261,2025-01-08,630.0,47001.05,4700.11,5170.12,56871.27,23885.93,80757.2
PAY-2026-1966,CAND-1109,MISS-10957,2024-08-14,210.0,14071.94,1407.19,1547.91,17027.05,7151.36,24178.41
PAY-2026-1967,CAND-1472,MISS-12311,2024-04-06,70.0,4031.22,403.12,443.43,4877.77,2048.66,6926.43
PAY-2026-1968,CAND-1144,MISS-10729,2025-07-12,35.0,1495.03,149.5,164.45,1808.99,759.77,2568.76
PAY-2026-1969,CAND-1298,MISS-12809,2026-05-05,70.0,5135.0,513.5,564.85,6213.34,2609.6,8822.95
PAY-2026-1970,CAND-1035,MISS-11144,2024-04-14,70.0,4832.97,483.3,531.63,5847.89,2456.12,8304.01
PAY-2026-1971,CAND-1007,MISS-12265,2024-10-20,17.5,774.36,77.44,85.18,936.98,393.53,1330.51
PAY-2026-1972,CAND-1403,MISS-11733,2026-02-08,210.0,6552.6,655.26,720.79,7928.65,3330.03,11258.68
PAY-2026-1973,CAND-1471,MISS-10778,2025-11-18,210.0,9198.22,919.82,1011.8,11129.84,4674.53,15804.37
PAY-2026-1974,CAND-1234,MISS-13180,2025-08-29,35.0,2237.47,223.75,246.12,2707.34,1137.08,3844.42
PAY-2026-1975,CAND-1115,MISS-13396,2025-09-21,70.0,3867.94,386.79,425.47,4680.2,1965.68,6645.89
PAY-2026-1976,CAND-1379,MISS-10861,2026-01-27,630.0,20835.16,2083.52,2291.87,25210.54,10588.43,35798.97
PAY-2026-1977,CAND-1112,MISS-10932,2024-02-06,210.0,6435.6,643.56,707.92,7787.07,3270.57,11057.64
PAY-2026-1978,CAND-1305,MISS-12384,2025-02-21,315.0,12390.66,1239.07,1362.97,14992.7,6296.94,21289.64
PAY-2026-1979,CAND-1411,MISS-10502,2024-05-19,630.0,35234.3,3523.43,3875.77,42633.5,17906.07,60539.57
PAY-2026-1980,CAND-1326,MISS-13297,2025-09-23,70.0,5207.7,520.77,572.85,6301.32,2646.55,8947.87
PAY-2026-1981,CAND-1058,MISS-11687,2024-10-22,210.0,6745.3,674.53,741.98,8161.82,3427.96,11589.78
PAY-2026-1982,CAND-1001,MISS-11624,2025-01-15,210.0,7405.19,740.52,814.57,8960.28,3763.32,12723.6
PAY-2026-1983,CAND-1194,MISS-12692,2026-04-30,35.0,1716.92,171.69,188.86,2077.48,872.54,2950.02
PAY-2026-1984,CAND-1154,MISS-11092,2025-08-14,17.5,888.56,88.86,97.74,1075.16,451.57,1526.72
PAY-2026-1985,CAND-1280,MISS-11241,2024-04-05,630.0,39256.98,3925.7,4318.27,47500.94,19950.39,67451.33
PAY-2026-1986,CAND-1369,MISS-10523,2026-06-03,210.0,11956.37,1195.64,1315.2,14467.21,6076.23,20543.43
PAY-2026-1987,CAND-1007,MISS-10930,2024-06-19,70.0,3759.24,375.92,413.52,4548.68,1910.45,6459.13
PAY-2026-1988,CAND-1139,MISS-10333,2024-08-22,315.0,20353.72,2035.37,2238.91,24628.0,10343.76,34971.76
PAY-2026-1989,CAND-1322,MISS-10303,2025-06-12,630.0,46179.54,4617.95,5079.75,55877.24,23468.44,79345.69
PAY-2026-1990,CAND-1438,MISS-12354,2026-01-17,70.0,2235.33,223.53,245.89,2704.75,1135.99,3840.74
PAY-2026-1991,CAND-1278,MISS-12040,2025-05-31,17.5,1070.76,107.08,117.78,1295.62,544.16,1839.78
