mission_id,agence_id,client_id,candidat_id,type_contrat,statut_mission,date_debut,date_fin,heures_travaillees,taux_horaire_paye,taux_horaire_facture,coeff_facturation,chiffre_affaires,cout_salarial,marge_brute
MISS-10370,AG-17,CLI-177,CAND-1342,Recrutement CDI,Terminée,2025-10-02,2025-10-12,70,63.05,118.41,1.878,8288.78,4413.69,3875.09
MISS-10371,AG-09,CLI-144,CAND-1319,Intérim IA/Data,Terminée,2024-12-31,2025-03-31,630,37.77,74.14,1.963,46709.9,23795.01,22914.88
MISS-10372,AG-09,CLI-156,CAND-1453,Intérim IA/Data,Terminée,2024-05-11,2024-05-21,70,60.08,121.95,2.03,8536.26,4205.54,4330.72
MISS-10373,AG-04,CLI-178,CAND-1170,Intérim IA/Data,Terminée,2024-02-12,2024-04-12,420,37.49,73.6,1.963,30913.07,15744.28,15168.8
MISS-10374,AG-15,CLI-133,CAND-1022,Intérim IA/Data,Terminée,2025-06-07,2025-06-17,70,69.59,140.12,2.014,9808.6,4871.23,4937.37
MISS-10375,AG-10,CLI-170,CAND-1106,Recrutement CDI,Terminée,2024-08-06,2024-08-26,140,63.29,115.37,1.823,16152.33,8859.98,7292.35
MISS-10376,AG-09,CLI-108,CAND-1292,Intérim IA/Data,Annulée,2025-03-08,2025-03-28,140,30.44,56.66,1.861,7931.73,4262.14,3669.59
MISS-10377,AG-19,CLI-177,CAND-1097,Intérim IA/Data,Terminée,2025-07-24,2026-01-20,1260,66.02,130.78,1.981,164785.78,83187.34,81598.44
MISS-10378,AG-18,CLI-160,CAND-1114,Intérim IA/Data,En cours,2024-08-22,2024-10-21,420,36.0,72.6,2.017,30492.24,15120.55,15371.69
MISS-10379,AG-22,CLI-132,CAND-1106,Intérim IA/Data,Terminée,2024-05-29,2024-06-18,140,61.79,117.21,1.897,16408.77,8650.43,7758.34
MISS-10380,AG-10,CLI-132,CAND-1338,Intérim IA/Data,Terminée,2024-02-16,2024-05-16,630,56.21,99.66,1.773,62784.63,35413.1,27371.53
MISS-10381,AG-06,CLI-170,CAND-1397,Management Transition,Terminée,2025-03-04,2025-05-03,420,46.05,86.97,1.889,36525.78,19339.86,17185.92
MISS-10382,AG-05,CLI-107,CAND-1263,Intérim IA/Data,Terminée,2026-01-05,2026-01-15,70,44.72,78.8,1.762,5515.68,3130.25,2385.44
MISS-10383,AG-17,CLI-111,CAND-1308,Intérim IA/Data,En cours,2024-11-03,2025-02-01,630,67.97,135.21,1.989,85182.34,42820.13,42362.22
MISS-10384,AG-03,CLI-141,CAND-1193,Management Transition,Terminée,2025-03-23,2025-09-19,1260,40.39,72.35,1.791,91163.88,50892.16,40271.72
MISS-10385,AG-15,CLI-172,CAND-1062,Intérim IA/Data,Terminée,2024-04-21,2024-07-20,630,63.29,132.81,2.098,83668.88,39875.18,43793.71
MISS-10386,AG-11,CLI-179,CAND-1293,Intérim IA/Data,Terminée,2024-01-16,2024-02-05,140,64.45,129.78,2.014,18169.76,9022.98,9146.79
MISS-10387,AG-11,CLI-112,CAND-1259,Intérim IA/Data,En cours,2025-10-19,2025-10-29,70,64.65,132.4,2.048,9268.01,4525.33,4742.68
MISS-10388,AG-11,CLI-169,CAND-1358,Intérim IA/Data,Terminée,2025-12-20,2025-12-30,70,57.9,115.89,2.002,8112.25,4052.92,4059.33
MISS-10389,AG-20,CLI-124,CAND-1163,Intérim IA/Data,Terminée,2024-03-15,2024-03-25,70,31.82,61.72,1.94,4320.26,2227.48,2092.79
MISS-10390,AG-16,CLI-153,CAND-1027,Intérim IA/Data,Terminée,2024-01-29,2024-02-18,140,70.83,127.58,1.801,17861.89,9916.85,7945.04
MISS-10391,AG-04,CLI-114,CAND-1255,Recrutement CDI,Terminée,2026-02-09,2026-04-10,420,38.84,78.8,2.029,33095.11,16312.97,16782.14
MISS-10392,AG-16,CLI-155,CAND-1385,Intérim IA/Data,Terminée,2024-09-01,2024-09-11,70,42.53,82.06,1.929,5743.87,2977.07,2766.8
MISS-10393,AG-02,CLI-117,CAND-1298,Management Transition,En cours,2026-01-25,2026-02-14,140,46.69,97.75,2.094,13685.43,6536.31,7149.12
MISS-10394,AG-20,CLI-109,CAND-1317,Intérim IA/Data,Terminée,2024-06-05,2024-08-04,420,39.59,70.61,1.783,29654.72,16628.94,13025.78
MISS-10395,AG-05,CLI-173,CAND-1213,Intérim IA/Data,Terminée,2026-04-01,2026-06-30,630,38.64,80.58,2.085,50764.92,24343.15,26421.77
MISS-10396,AG-07,CLI-108,CAND-1317,Intérim IA/Data,En cours,2026-01-26,2026-02-15,140,62.37,109.85,1.761,15378.97,8731.34,6647.63
MISS-10397,AG-02,CLI-131,CAND-1351,Intérim IA/Data,Terminée,2025-12-20,2026-06-18,1260,74.05,153.14,2.068,192959.92,93306.04,99653.88
MISS-10398,AG-04,CLI-116,CAND-1105,Intérim IA/Data,Terminée,2024-11-16,2024-12-06,140,44.35,90.3,2.036,12641.79,6209.51,6432.28
MISS-10399,AG-14,CLI-153,CAND-1329,Intérim IA/Data,Terminée,2024-01-24,2024-03-24,420,61.29,119.73,1.954,50287.53,25739.94,24547.59
MISS-10400,AG-08,CLI-147,CAND-1332,Intérim IA/Data,En cours,2024-05-28,2024-07-27,420,66.63,121.68,1.826,51104.69,27982.59,23122.09
MISS-10401,AG-03,CLI-156,CAND-1447,Intérim IA/Data,Terminée,2026-03-03,2026-03-08,35,38.59,76.48,1.982,2676.77,1350.72,1326.05
MISS-10402,AG-10,CLI-133,CAND-1140,Intérim IA/Data,Terminée,2026-07-20,2026-08-09,140,64.28,131.18,2.041,18364.51,8999.66,9364.85
MISS-10403,AG-01,CLI-112,CAND-1474,Recrutement CDI,Terminée,2026-04-06,2026-04-26,140,32.72,61.2,1.871,8568.41,4580.81,3987.6
MISS-10404,AG-04,CLI-160,CAND-1285,Management Transition,En cours,2026-04-21,2026-06-20,420,69.09,142.89,2.068,60011.79,29017.65,30994.14
MISS-10405,AG-09,CLI-113,CAND-1061,Management Transition,En cours,2026-07-23,2026-09-21,420,51.56,104.49,2.027,43886.02,21655.09,22230.93
MISS-10406,AG-18,CLI-179,CAND-1444,Recrutement CDI,En cours,2025-12-14,2025-12-24,70,53.02,106.92,2.017,7484.33,3711.11,3773.22
MISS-10407,AG-07,CLI-132,CAND-1400,Management Transition,Terminée,2024-10-03,2024-12-02,420,36.6,74.11,2.025,31124.47,15372.77,15751.69
MISS-10408,AG-21,CLI-149,CAND-1311,Intérim IA/Data,Terminée,2026-08-02,2026-10-31,630,38.66,70.05,1.812,44130.41,24355.36,19775.05
MISS-10409,AG-11,CLI-119,CAND-1419,Intérim IA/Data,Annulée,2026-06-08,2026-06-28,140,32.8,67.16,2.047,9401.87,4592.4,4809.47
MISS-10410,AG-01,CLI-175,CAND-1095,Intérim IA/Data,En cours,2024-07-13,2024-07-18,35,51.59,94.09,1.824,3293.0,1805.66,1487.34
MISS-10411,AG-09,CLI-131,CAND-1021,Intérim IA/Data,Terminée,2024-02-27,2024-03-18,140,56.46,104.19,1.845,14586.92,7904.84,6682.07
MISS-10412,AG-10,CLI-143,CAND-1332,Intérim IA/Data,Terminée,2024-05-27,2024-07-26,420,74.59,144.05,1.931,60502.39,31327.31,29175.07
MISS-10413,AG-18,CLI-159,CAND-1007,Recrutement CDI,Terminée,2026-02-08,2026-02-28,140,61.66,119.09,1.931,16672.35,8632.3,8040.04
MISS-10414,AG-06,CLI-110,CAND-1275,Intérim IA/Data,Terminée,2026-06-06,2026-06-16,70,58.2,118.64,2.039,8304.73,4073.72,4231.01
MISS-10415,AG-08,CLI-138,CAND-1247,Management Transition,Terminée,2025-05-21,2025-06-10,140,58.74,117.76,2.005,16486.45,8223.1,8263.35
MISS-10416,AG-12,CLI-175,CAND-1268,Intérim IA/Data,Terminée,2024-12-11,2025-03-11,630,70.65,125.06,1.77,78789.34,44509.86,34279.48
MISS-10417,AG-12,CLI-170,CAND-1026,Intérim IA/Data,Terminée,2026-01-15,2026-03-16,420,42.71,80.07,1.875,33629.26,17939.31,15689.95
MISS-10418,AG-09,CLI-146,CAND-1394,Intérim IA/Data,Terminée,2025-07-31,2026-01-27,1260,58.23,114.5,1.966,144263.86,73366.3,70897.56
MISS-10419,AG-07,CLI-172,CAND-1486,Management Transition,Terminée,2025-07-07,2025-09-05,420,64.49,133.18,2.065,55935.96,27087.5,28848.46
MISS-10420,AG-08,CLI-106,CAND-1395,Intérim IA/Data,En cours,2025-09-29,2025-10-19,140,32.19,64.68,2.009,9055.58,4506.89,4548.69
MISS-10421,AG-05,CLI-143,CAND-1341,Intérim IA/Data,Terminée,2025-02-07,2025-02-27,140,45.32,85.08,1.877,11910.6,6345.05,5565.55
MISS-10422,AG-09,CLI-150,CAND-1093,Intérim IA/Data,Terminée,2026-01-02,2026-03-03,420,72.11,139.83,1.939,58729.12,30286.05,28443.06
MISS-10423,AG-19,CLI-109,CAND-1033,Management Transition,Terminée,2026-05-12,2026-05-17,35,41.97,75.99,1.81,2659.5,1469.08,1190.42
MISS-10424,AG-02,CLI-137,CAND-1103,Intérim IA/Data,En cours,2026-05-05,2026-05-25,140,55.64,104.05,1.87,14567.07,7789.72,6777.35
MISS-10425,AG-19,CLI-176,CAND-1032,Intérim IA/Data,Terminée,2024-06-15,2024-06-25,70,42.21,80.03,1.896,5601.8,2954.39,2647.41
MISS-10426,AG-08,CLI-175,CAND-1115,Intérim IA/Data,Terminée,2025-09-04,2025-09-24,140,63.76,121.49,1.905,17008.3,8926.04,8082.26
MISS-10427,AG-03,CLI-154,CAND-1189,Intérim IA/Data,Terminée,2025-07-15,2026-01-11,1260,69.91,126.81,1.814,159776.45,88088.7,71687.75
MISS-10428,AG-13,CLI-132,CAND-1135,Intérim IA/Data,Terminée,2025-09-05,2025-09-25,140,31.29,57.86,1.849,8099.95,4380.38,3719.57
MISS-10429,AG-01,CLI-160,CAND-1317,Intérim IA/Data,Terminée,2025-06-28,2025-07-08,70,69.3,145.19,2.095,10163.23,4850.74,5312.49
MISS-10430,AG-13,CLI-136,CAND-1221,Recrutement CDI,Terminée,2025-11-10,2026-01-09,420,33.3,59.21,1.778,24866.28,13984.32,10881.96
MISS-10431,AG-14,CLI-154,CAND-1336,Intérim IA/Data,En cours,2024-06-23,2024-07-03,70,54.94,96.31,1.753,6741.8,3845.78,2896.02
MISS-10432,AG-20,CLI-157,CAND-1266,Intérim IA/Data,En cours,2024-07-11,2024-09-09,420,65.53,117.52,1.794,49359.85,27521.52,21838.33
MISS-10433,AG-12,CLI-169,CAND-1244,Intérim IA/Data,Terminée,2025-02-15,2025-08-14,1260,69.73,138.4,1.985,174384.92,87853.77,86531.15
MISS-10434,AG-02,CLI-105,CAND-1167,Intérim IA/Data,Terminée,2025-06-25,2025-07-15,140,52.52,100.63,1.916,14088.18,7353.26,6734.92
MISS-10435,AG-10,CLI-115,CAND-1399,Intérim IA/Data,En cours,2024-02-06,2024-05-06,630,69.15,132.82,1.921,83675.02,43567.37,40107.65
MISS-10436,AG-22,CLI-120,CAND-1374,Intérim IA/Data,Terminée,2025-06-30,2025-09-28,630,49.42,92.19,1.866,58082.2,31134.64,26947.56
MISS-10437,AG-03,CLI-160,CAND-1003,Management Transition,Terminée,2024-06-03,2024-06-23,140,34.92,72.59,2.079,10163.2,4888.37,5274.83
MISS-10438,AG-03,CLI-112,CAND-1176,Recrutement CDI,Terminée,2024-10-31,2024-11-20,140,55.01,106.0,1.927,14839.52,7701.34,7138.18
MISS-10439,AG-02,CLI-175,CAND-1430,Intérim IA/Data,Terminée,2025-09-05,2025-11-04,420,73.76,133.3,1.807,55986.65,30978.39,25008.26
MISS-10440,AG-02,CLI-118,CAND-1030,Intérim IA/Data,Terminée,2026-05-25,2026-06-14,140,52.22,96.39,1.846,13494.78,7310.87,6183.91
MISS-10441,AG-16,CLI-114,CAND-1497,Intérim IA/Data,En cours,2024-01-23,2024-04-22,630,55.18,107.54,1.949,67749.08,34760.34,32988.74
MISS-10442,AG-02,CLI-101,CAND-1073,Intérim IA/Data,Terminée,2024-09-30,2024-10-20,140,61.27,123.35,2.013,17269.55,8578.23,8691.32
MISS-10443,AG-04,CLI-166,CAND-1433,Recrutement CDI,Terminée,2025-05-01,2025-10-28,1260,58.56,122.47,2.092,154318.04,73782.19,80535.85
MISS-10444,AG-15,CLI-145,CAND-1290,Intérim IA/Data,Terminée,2025-05-08,2025-05-28,140,38.22,78.44,2.052,10981.27,5350.89,5630.38
MISS-10445,AG-19,CLI-144,CAND-1037,Recrutement CDI,Terminée,2026-03-29,2026-04-08,70,63.71,120.25,1.887,8417.23,4459.65,3957.58
MISS-10446,AG-21,CLI-152,CAND-1137,Intérim IA/Data,Terminée,2024-05-19,2024-06-08,140,55.16,96.65,1.752,13530.99,7721.87,5809.12
MISS-10447,AG-22,CLI-115,CAND-1487,Management Transition,Terminée,2026-07-28,2026-09-26,420,62.38,112.5,1.804,47249.23,26198.33,21050.9
MISS-10448,AG-16,CLI-175,CAND-1468,Intérim IA/Data,Terminée,2025-01-28,2025-03-29,420,53.59,95.92,1.79,40286.92,22509.48,17777.44
MISS-10449,AG-11,CLI-136,CAND-1011,Intérim IA/Data,En cours,2026-03-09,2026-03-19,70,57.21,110.28,1.927,7719.35,4004.88,3714.47
MISS-10450,AG-08,CLI-101,CAND-1321,Intérim IA/Data,Terminée,2024-01-30,2024-03-30,420,72.93,142.06,1.948,59664.49,30632.21,29032.28
MISS-10451,AG-01,CLI-126,CAND-1355,Recrutement CDI,Terminée,2026-05-29,2026-06-03,35,59.36,109.92,1.852,3847.13,2077.73,1769.4
MISS-10452,AG-03,CLI-129,CAND-1356,Intérim IA/Data,Terminée,2026-02-27,2026-08-26,1260,53.44,95.48,1.787,120301.02,67329.42,52971.6
MISS-10453,AG-12,CLI-179,CAND-1345,Intérim IA/Data,Terminée,2025-10-16,2025-10-21,35,46.71,96.9,2.075,3391.52,1634.76,1756.76
MISS-10454,AG-17,CLI-161,CAND-1247,Intérim IA/Data,En cours,2026-07-28,2026-08-07,70,37.25,76.11,2.043,5327.5,2607.33,2720.17
MISS-10455,AG-19,CLI-142,CAND-1093,Intérim IA/Data,Terminée,2025-03-21,2025-04-10,140,70.85,133.08,1.878,18630.54,9918.38,8712.16
MISS-10456,AG-20,CLI-116,CAND-1446,Intérim IA/Data,Terminée,2025-11-24,2025-11-29,35,35.01,69.21,1.977,2422.37,1225.47,1196.9
MISS-10457,AG-09,CLI-145,CAND-1029,Intérim IA/Data,Annulée,2025-10-05,2026-01-03,630,34.46,61.26,1.778,38596.49,21708.35,16888.13
MISS-10458,AG-16,CLI-177,CAND-1192,Intérim IA/Data,Terminée,2026-06-18,2026-12-15,1260,69.34,129.61,1.869,163303.99,87373.77,75930.22
MISS-10459,AG-15,CLI-140,CAND-1089,Intérim IA/Data,En cours,2025-10-31,2025-11-05,35,45.96,87.57,1.905,3064.99,1608.77,1456.22
MISS-10460,AG-13,CLI-172,CAND-1129,Recrutement CDI,Terminée,2026-01-05,2026-04-05,630,61.08,117.88,1.93,74261.63,38483.53,35778.1
MISS-10461,AG-05,CLI-108,CAND-1263,Recrutement CDI,Terminée,2024-09-14,2024-10-04,140,59.31,120.02,2.024,16802.2,8302.77,8499.43
MISS-10462,AG-11,CLI-156,CAND-1393,Management Transition,Terminée,2025-02-25,2025-03-17,140,31.96,56.5,1.768,7909.68,4473.74,3435.93
MISS-10463,AG-09,CLI-149,CAND-1403,Management Transition,En cours,2024-03-04,2024-03-09,35,67.09,137.82,2.054,4823.68,2348.29,2475.39
MISS-10464,AG-10,CLI-123,CAND-1244,Intérim IA/Data,Terminée,2025-02-23,2025-03-15,140,52.47,97.21,1.853,13609.4,7346.36,6263.03
MISS-10465,AG-18,CLI-135,CAND-1108,Intérim IA/Data,Terminée,2025-01-21,2025-02-10,140,68.06,142.46,2.093,19944.76,9528.24,10416.52
MISS-10466,AG-13,CLI-102,CAND-1137,Recrutement CDI,Terminée,2024-02-06,2024-02-16,70,65.24,117.5,1.801,8224.73,4566.73,3658.0
MISS-10467,AG-02,CLI-162,CAND-1487,Intérim IA/Data,Terminée,2024-04-05,2024-04-10,35,71.47,147.06,2.058,5147.13,2501.42,2645.71
MISS-10468,AG-01,CLI-107,CAND-1346,Intérim IA/Data,Terminée,2025-02-04,2025-02-24,140,51.37,92.81,1.807,12993.81,7192.48,5801.33
MISS-10469,AG-09,CLI-176,CAND-1297,Recrutement CDI,Terminée,2025-10-15,2025-12-14,420,51.59,102.93,1.995,43230.41,21669.39,21561.02
MISS-10470,AG-05,CLI-131,CAND-1192,Recrutement CDI,En cours,2025-12-03,2025-12-23,140,37.88,72.41,1.912,10136.93,5302.89,4834.05
MISS-10471,AG-01,CLI-156,CAND-1155,Intérim IA/Data,En cours,2025-06-26,2025-08-25,420,39.16,74.75,1.909,31396.98,16446.23,14950.75
MISS-10472,AG-18,CLI-152,CAND-1348,Intérim IA/Data,Terminée,2025-11-10,2026-01-09,420,65.12,116.13,1.783,48772.67,27349.08,21423.59
MISS-10473,AG-17,CLI-151,CAND-1047,Intérim IA/Data,En cours,2025-02-25,2025-08-24,1260,37.73,70.7,1.874,89087.58,47546.05,41541.53
MISS-10474,AG-14,CLI-116,CAND-1496,Management Transition,Terminée,2024-10-31,2024-11-10,70,65.06,114.63,1.762,8024.26,4554.2,3470.05
MISS-10475,AG-12,CLI-173,CAND-1498,Intérim IA/Data,Terminée,2025-10-18,2025-11-07,140,56.17,99.47,1.771,13925.4,7863.81,6061.59
MISS-10476,AG-17,CLI-160,CAND-1333,Intérim IA/Data,Terminée,2024-10-09,2024-10-14,35,52.17,91.97,1.763,3218.98,1825.83,1393.15
MISS-10477,AG-15,CLI-101,CAND-1352,Management Transition,Terminée,2025-05-03,2025-05-23,140,58.11,114.05,1.963,15966.79,8135.38,7831.41
MISS-10478,AG-22,CLI-128,CAND-1461,Intérim IA/Data,Terminée,2024-09-26,2024-12-25,630,32.98,60.78,1.843,38288.99,20774.29,17514.71
MISS-10479,AG-22,CLI-155,CAND-1109,Intérim IA/Data,Terminée,2026-02-20,2026-03-12,140,35.06,71.61,2.042,10025.43,4908.87,5116.56
MISS-10480,AG-02,CLI-131,CAND-1145,Intérim IA/Data,Terminée,2026-04-12,2026-05-02,140,69.7,139.05,1.995,19467.36,9758.43,9708.93
MISS-10481,AG-16,CLI-140,CAND-1208,Intérim IA/Data,Terminée,2025-03-20,2025-03-25,35,48.74,87.61,1.798,3066.31,1705.8,1360.51
MISS-10482,AG-12,CLI-179,CAND-1487,Intérim IA/Data,Terminée,2024-07-22,2024-08-01,70,37.04,66.94,1.807,4685.53,2593.02,2092.51
MISS-10483,AG-13,CLI-175,CAND-1454,Intérim IA/Data,Terminée,2025-04-11,2025-05-01,140,59.5,117.61,1.977,16465.22,8330.12,8135.1
MISS-10484,AG-02,CLI-152,CAND-1273,Intérim IA/Data,Terminée,2024-09-18,2024-10-08,140,31.8,56.92,1.79,7968.32,4451.32,3517.0
MISS-10485,AG-19,CLI-172,CAND-1403,Intérim IA/Data,Terminée,2024-05-17,2024-06-06,140,52.37,103.94,1.985,14551.9,7331.6,7220.3
MISS-10486,AG-16,CLI-158,CAND-1061,Intérim IA/Data,Terminée,2025-03-20,2025-03-30,70,47.25,96.14,2.035,6730.11,3307.15,3422.96
MISS-10487,AG-11,CLI-156,CAND-1311,Recrutement CDI,Terminée,2024-07-21,2024-09-19,420,31.59,64.28,2.035,26995.8,13266.97,13728.83
MISS-10488,AG-19,CLI-143,CAND-1317,Management Transition,Terminée,2024-02-15,2024-03-06,140,59.27,115.8,1.954,16211.74,8298.13,7913.61
MISS-10489,AG-15,CLI-149,CAND-1010,Intérim IA/Data,Terminée,2025-09-22,2026-03-21,1260,33.7,61.94,1.838,78048.85,42465.14,35583.71
MISS-10490,AG-13,CLI-100,CAND-1385,Recrutement CDI,Terminée,2026-04-22,2026-05-02,70,56.69,111.42,1.966,7799.46,3968.0,3831.46
MISS-10491,AG-07,CLI-109,CAND-1499,Intérim IA/Data,En cours,2025-06-24,2025-07-04,70,36.57,67.05,1.834,4693.4,2559.67,2133.73
MISS-10492,AG-09,CLI-109,CAND-1046,Intérim IA/Data,Terminée,2024-07-07,2024-10-05,630,71.1,139.03,1.955,87589.11,44792.8,42796.31
MISS-10493,AG-09,CLI-111,CAND-1440,Management Transition,Terminée,2025-03-28,2025-04-07,70,60.87,109.67,1.802,7677.0,4260.86,3416.14
MISS-10494,AG-04,CLI-158,CAND-1101,Intérim IA/Data,Terminée,2025-05-07,2025-05-12,35,41.96,84.67,2.018,2963.39,1468.51,1494.88
MISS-10495,AG-12,CLI-151,CAND-1085,Intérim IA/Data,Terminée,2024-04-25,2024-05-05,70,70.79,128.54,1.816,8997.97,4954.97,4043.0
MISS-10496,AG-09,CLI-157,CAND-1288,Intérim IA/Data,Terminée,2024-12-09,2024-12-14,35,69.29,124.64,1.799,4362.27,2425.1,1937.17
MISS-10497,AG-09,CLI-158,CAND-1160,Intérim IA/Data,Terminée,2025-08-12,2025-10-11,420,66.6,138.76,2.083,58279.31,27973.4,30305.91
MISS-10498,AG-06,CLI-144,CAND-1187,Recrutement CDI,Terminée,2024-08-01,2024-10-30,630,54.69,102.74,1.878,64725.5,34456.65,30268.85
MISS-10499,AG-21,CLI-178,CAND-1408,Recrutement CDI,Terminée,2024-07-26,2024-08-15,140,65.65,117.79,1.794,16491.21,9190.51,7300.69
MISS-10500,AG-18,CLI-176,CAND-1306,Intérim IA/Data,Terminée,2024-10-16,2025-01-14,630,49.74,99.03,1.991,62386.53,31338.95,31047.58
MISS-10501,AG-05,CLI-101,CAND-1479,Recrutement CDI,Annulée,2024-08-11,2024-10-10,420,40.96,75.47,1.843,31697.08,17201.95,14495.13
MISS-10502,AG-12,CLI-173,CAND-1411,Intérim IA/Data,En cours,2024-04-19,2024-10-16,1260,55.93,109.15,1.952,137532.12,70468.6,67063.52
MISS-10503,AG-15,CLI-169,CAND-1036,Intérim IA/Data,Terminée,2026-06-07,2026-06-27,140,56.03,110.91,1.979,15526.85,7844.68,7682.17
MISS-10504,AG-15,CLI-174,CAND-1386,Intérim IA/Data,En cours,2024-08-28,2024-10-27,420,59.93,108.49,1.81,45563.97,25171.27,20392.7
MISS-10505,AG-15,CLI-128,CAND-1389,Management Transition,En cours,2026-04-30,2026-10-27,1260,46.51,94.04,2.022,118493.19,58607.65,59885.53
MISS-10506,AG-15,CLI-176,CAND-1200,Intérim IA/Data,Terminée,2025-01-09,2025-03-10,420,45.42,87.19,1.92,36621.19,19075.03,17546.15
MISS-10507,AG-12,CLI-143,CAND-1140,Management Transition,Terminée,2025-01-03,2025-01-23,140,62.31,114.4,1.836,16015.81,8722.93,7292.88
MISS-10508,AG-03,CLI-165,CAND-1030,Intérim IA/Data,Terminée,2024-06-29,2024-07-19,140,36.92,71.75,1.943,10044.94,5169.13,4875.81
MISS-10509,AG-08,CLI-160,CAND-1426,Intérim IA/Data,Terminée,2024-11-12,2024-12-02,140,60.89,107.41,1.764,15037.8,8524.09,6513.7
MISS-10510,AG-14,CLI-167,CAND-1067,Intérim IA/Data,Terminée,2025-10-29,2025-11-03,35,56.06,115.99,2.069,4059.8,1962.02,2097.79
MISS-10511,AG-10,CLI-122,CAND-1230,Intérim IA/Data,Terminée,2025-04-13,2025-04-23,70,40.73,71.78,1.762,5024.26,2850.8,2173.47
MISS-10512,AG-09,CLI-155,CAND-1375,Intérim IA/Data,Terminée,2024-03-11,2024-05-10,420,41.03,82.53,2.011,34661.29,17232.1,17429.18
MISS-10513,AG-05,CLI-176,CAND-1127,Recrutement CDI,Terminée,2024-12-11,2024-12-31,140,42.49,81.95,1.929,11472.44,5948.62,5523.81
MISS-10514,AG-03,CLI-121,CAND-1279,Management Transition,Terminée,2025-04-05,2025-06-04,420,62.05,108.73,1.752,45667.6,26060.98,19606.62
MISS-10515,AG-04,CLI-170,CAND-1491,Management Transition,Terminée,2024-08-06,2024-10-05,420,64.62,125.15,1.937,52563.33,27141.13,25422.21
MISS-10516,AG-22,CLI-167,CAND-1432,Intérim IA/Data,En cours,2026-05-12,2026-06-01,140,75.0,152.22,2.03,21310.78,10499.87,10810.91
MISS-10517,AG-12,CLI-141,CAND-1261,Management Transition,Terminée,2025-09-29,2026-03-28,1260,56.13,102.68,1.83,129382.24,70719.29,58662.96
MISS-10518,AG-21,CLI-165,CAND-1115,Intérim IA/Data,En cours,2025-03-20,2025-04-09,140,66.51,137.27,2.064,19217.75,9311.29,9906.45
MISS-10519,AG-06,CLI-117,CAND-1316,Recrutement CDI,Terminée,2024-03-11,2024-03-21,70,36.06,63.29,1.755,4430.53,2524.12,1906.41
MISS-10520,AG-18,CLI-105,CAND-1300,Management Transition,En cours,2024-08-09,2024-08-29,140,54.01,109.06,2.019,15268.24,7561.15,7707.09
MISS-10521,AG-20,CLI-140,CAND-1027,Recrutement CDI,Terminée,2025-04-15,2025-06-14,420,54.8,106.45,1.943,44710.5,23015.75,21694.74
MISS-10522,AG-02,CLI-124,CAND-1057,Intérim IA/Data,Terminée,2025-04-25,2025-05-05,70,67.22,123.72,1.841,8660.55,4705.46,3955.09
MISS-10523,AG-15,CLI-148,CAND-1369,Intérim IA/Data,Terminée,2026-05-04,2026-07-03,420,56.94,100.34,1.762,42141.65,23912.74,18228.92
MISS-10524,AG-12,CLI-142,CAND-1384,Intérim IA/Data,Terminée,2025-07-04,2025-07-14,70,55.96,99.24,1.774,6947.11,3917.11,3030.01
MISS-10525,AG-01,CLI-141,CAND-1406,Intérim IA/Data,Terminée,2026-06-17,2026-06-27,70,58.27,122.3,2.099,8560.7,4079.2,4481.5
MISS-10526,AG-01,CLI-177,CAND-1010,Intérim IA/Data,Terminée,2026-05-17,2026-05-27,70,62.56,124.78,1.994,8734.44,4379.34,4355.1
MISS-10527,AG-05,CLI-164,CAND-1075,Management Transition,Terminée,2024-07-08,2025-01-04,1260,54.01,111.91,2.072,141000.38,68051.42,72948.96
MISS-10528,AG-08,CLI-158,CAND-1075,Intérim IA/Data,Terminée,2025-04-15,2025-05-05,140,30.64,54.31,1.773,7603.44,4289.12,3314.33
MISS-10529,AG-03,CLI-133,CAND-1087,Intérim IA/Data,Terminée,2024-07-26,2024-09-24,420,30.99,61.35,1.98,25768.24,13016.1,12752.13
MISS-10530,AG-11,CLI-121,CAND-1230,Recrutement CDI,Terminée,2024-11-28,2025-05-27,1260,31.94,56.44,1.767,71120.36,40246.43,30873.92
MISS-10531,AG-03,CLI-165,CAND-1106,Intérim IA/Data,En cours,2026-06-25,2026-07-15,140,61.94,124.34,2.007,17407.79,8671.89,8735.9
MISS-10532,AG-12,CLI-167,CAND-1346,Recrutement CDI,Terminée,2026-04-02,2026-04-12,70,59.27,106.36,1.795,7445.39,4148.72,3296.67
MISS-10533,AG-09,CLI-120,CAND-1261,Recrutement CDI,Annulée,2024-07-08,2025-01-04,1260,35.92,66.57,1.853,83882.0,45257.49,38624.51
MISS-10534,AG-13,CLI-117,CAND-1344,Intérim IA/Data,Terminée,2025-04-27,2025-05-17,140,62.89,125.81,2.0,17613.71,8804.82,8808.89
MISS-10535,AG-18,CLI-165,CAND-1216,Intérim IA/Data,Terminée,2024-08-11,2024-08-31,140,42.3,75.58,1.787,10581.33,5922.64,4658.69
MISS-10536,AG-21,CLI-129,CAND-1480,Intérim IA/Data,Terminée,2025-12-10,2025-12-30,140,33.1,65.65,1.983,9190.65,4634.3,4556.35
MISS-10537,AG-12,CLI-152,CAND-1436,Intérim IA/Data,Terminée,2024-08-08,2024-08-18,70,43.72,80.87,1.85,5660.77,3060.05,2600.71
MISS-10538,AG-13,CLI-123,CAND-1234,Intérim IA/Data,Terminée,2025-11-05,2026-01-04,420,39.37,70.6,1.793,29650.46,16535.53,13114.92
