facture_id,mission_id,client_id,agence_id,date_facture,date_echeance,dso_effectif_jours,montant_ht,montant_tva,statut_paiement
FAC-2026-1571,MISS-11217,CLI-175,AG-09,2025-06-09,2025-07-24,90,28352.01,5670.4,Payée
FAC-2026-1572,MISS-12599,CLI-109,AG-04,2026-08-19,2026-10-03,30,15527.97,3105.59,En cours
FAC-2026-1573,MISS-12543,CLI-128,AG-09,2024-04-25,2024-06-09,45,13687.93,2737.59,Payée
FAC-2026-1574,MISS-10472,CLI-152,AG-18,2025-12-10,2026-01-24,45,24386.34,4877.27,Payée
FAC-2026-1575,MISS-12244,CLI-123,AG-07,2026-02-14,2026-03-31,90,7127.94,1425.59,En cours
FAC-2026-1576,MISS-12040,CLI-158,AG-08,2025-05-31,2025-07-15,30,2081.26,416.25,Payée
FAC-2026-1577,MISS-12680,CLI-142,AG-01,2025-03-03,2025-04-17,30,1106.95,221.39,Payée
FAC-2026-1578,MISS-11728,CLI-172,AG-07,2025-12-12,2026-01-26,30,9536.57,1907.31,Payée
FAC-2026-1579,MISS-11593,CLI-103,AG-01,2026-01-20,2026-03-06,45,1194.42,238.88,Payée
FAC-2026-1580,MISS-11617,CLI-179,AG-22,2025-01-31,2025-03-17,30,5424.97,1084.99,En cours
FAC-2026-1581,MISS-11355,CLI-148,AG-19,2025-10-09,2025-11-23,45,75783.54,15156.71,Payée
FAC-2026-1582,MISS-12896,CLI-110,AG-17,2025-01-28,2025-03-14,45,61707.98,12341.6,Payée
FAC-2026-1583,MISS-13345,CLI-102,AG-19,2025-07-05,2025-08-19,45,6476.42,1295.28,Payée
FAC-2026-1584,MISS-12805,CLI-101,AG-06,2025-07-11,2025-08-25,30,75697.3,15139.46,Payée
FAC-2026-1585,MISS-12674,CLI-156,AG-14,2026-06-14,2026-07-29,45,25346.21,5069.24,Payée
FAC-2026-1586,MISS-12464,CLI-109,AG-18,2025-02-03,2025-03-20,45,33199.5,6639.9,Payée
FAC-2026-1587,MISS-12985,CLI-117,AG-02,2024-10-14,2024-11-28,45,3257.54,651.51,Payée
FAC-2026-1588,MISS-12818,CLI-138,AG-06,2025-10-28,2025-12-12,120,7684.0,1536.8,Payée
FAC-2026-1589,MISS-11114,CLI-105,AG-11,2025-05-30,2025-07-14,30,28370.27,5674.05,Payée
FAC-2026-1590,MISS-11041,CLI-171,AG-12,2026-04-15,2026-05-30,60,28055.04,5611.01,Payée
FAC-2026-1591,MISS-10405,CLI-113,AG-09,2026-08-22,2026-10-06,60,21943.01,4388.6,Payée
FAC-2026-1592,MISS-11586,CLI-107,AG-06,2024-04-24,2024-06-08,30,3442.95,688.59,Payée
FAC-2026-1593,MISS-12123,CLI-124,AG-16,2025-05-26,2025-07-10,45,4279.84,855.97,En cours
FAC-2026-1594,MISS-12486,CLI-145,AG-17,2024-09-29,2024-11-13,30,37077.52,7415.51,En retard (Litige)
FAC-2026-1595,MISS-12433,CLI-171,AG-01,2024-02-13,2024-03-29,30,69763.26,13952.65,Payée
FAC-2026-1596,MISS-12864,CLI-149,AG-02,2024-09-20,2024-11-04,60,35772.64,7154.53,Payée
FAC-2026-1597,MISS-10645,CLI-166,AG-08,2025-11-10,2025-12-25,30,28935.5,5787.1,En cours
FAC-2026-1598,MISS-10466,CLI-102,AG-13,2024-03-07,2024-04-21,30,4112.36,822.47,Payée
FAC-2026-1599,MISS-12520,CLI-172,AG-19,2025-04-19,2025-06-03,60,14232.88,2846.58,En cours
FAC-2026-1600,MISS-10639,CLI-172,AG-01,2026-02-26,2026-04-12,30,87800.36,17560.07,En cours
FAC-2026-1601,MISS-12831,CLI-138,AG-02,2025-03-19,2025-05-03,30,2680.23,536.05,Payée
FAC-2026-1602,MISS-10584,CLI-167,AG-20,2025-08-30,2025-10-14,45,72120.22,14424.04,Payée
FAC-2026-1603,MISS-11665,CLI-156,AG-11,2024-11-16,2024-12-31,30,9838.15,1967.63,Payée
FAC-2026-1604,MISS-12709,CLI-172,AG-07,2025-01-06,2025-02-20,30,28603.69,5720.74,Payée
FAC-2026-1605,MISS-10736,CLI-158,AG-08,2025-04-17,2025-06-01,30,2605.28,521.06,Payée
FAC-2026-1606,MISS-13066,CLI-178,AG-19,2025-02-09,2025-03-26,30,2907.48,581.5,Payée
FAC-2026-1607,MISS-12127,CLI-102,AG-10,2024-12-14,2025-01-28,30,6376.46,1275.29,En cours
FAC-2026-1608,MISS-11129,CLI-126,AG-08,2024-08-10,2024-09-24,45,84816.28,16963.26,Payée
FAC-2026-1609,MISS-11854,CLI-130,AG-13,2025-11-08,2025-12-23,30,5085.68,1017.14,Payée
FAC-2026-1610,MISS-12622,CLI-165,AG-06,2026-01-05,2026-02-19,30,2329.0,465.8,En cours
FAC-2026-1611,MISS-11533,CLI-135,AG-20,2026-08-29,2026-10-13,30,16668.74,3333.75,En retard (Litige)
FAC-2026-1612,MISS-13113,CLI-178,AG-22,2026-04-15,2026-05-30,30,27480.32,5496.06,En retard (Litige)
FAC-2026-1613,MISS-10891,CLI-179,AG-13,2024-05-14,2024-06-28,30,17050.4,3410.08,En cours
FAC-2026-1614,MISS-10411,CLI-131,AG-09,2024-03-28,2024-05-12,30,7293.46,1458.69,En cours
FAC-2026-1615,MISS-12973,CLI-178,AG-20,2025-02-09,2025-03-26,30,2513.16,502.63,Payée
FAC-2026-1616,MISS-11496,CLI-149,AG-09,2025-09-12,2025-10-27,60,15029.42,3005.88,Payée
FAC-2026-1617,MISS-12534,CLI-167,AG-13,2024-11-06,2024-12-21,30,18512.08,3702.42,En cours
FAC-2026-1618,MISS-11575,CLI-119,AG-13,2025-01-31,2025-03-17,30,26132.82,5226.56,Payée
FAC-2026-1619,MISS-12852,CLI-141,AG-03,2026-07-18,2026-09-01,30,6132.9,1226.58,Payée
FAC-2026-1620,MISS-13407,CLI-172,AG-10,2024-05-10,2024-06-24,30,1467.68,293.54,Payée
FAC-2026-1621,MISS-11220,CLI-158,AG-05,2024-03-28,2024-05-12,30,1084.04,216.81,Payée
FAC-2026-1622,MISS-10745,CLI-126,AG-18,2024-10-24,2024-12-08,60,2705.12,541.02,En cours
FAC-2026-1623,MISS-10042,CLI-154,AG-17,2024-11-15,2024-12-30,30,18414.42,3682.88,Payée
FAC-2026-1624,MISS-10433,CLI-169,AG-12,2025-03-17,2025-05-01,60,87192.46,17438.49,Payée
FAC-2026-1625,MISS-12116,CLI-144,AG-08,2025-07-05,2025-08-19,45,6465.03,1293.01,Payée
FAC-2026-1626,MISS-13449,CLI-170,AG-14,2024-11-02,2024-12-17,30,6337.8,1267.56,En cours
FAC-2026-1627,MISS-10132,CLI-141,AG-03,2024-06-15,2024-07-30,45,7634.4,1526.88,En cours
FAC-2026-1628,MISS-12237,CLI-103,AG-03,2026-04-15,2026-05-30,60,5130.7,1026.14,En cours
FAC-2026-1629,MISS-10882,CLI-103,AG-14,2026-07-09,2026-08-23,30,5837.77,1167.55,Payée
FAC-2026-1630,MISS-13159,CLI-162,AG-14,2025-04-25,2025-06-09,30,74169.52,14833.9,Payée
FAC-2026-1631,MISS-11555,CLI-135,AG-01,2024-06-07,2024-07-22,30,13936.44,2787.29,En cours
FAC-2026-1632,MISS-12658,CLI-101,AG-08,2025-12-28,2026-02-11,45,13936.85,2787.37,Payée
FAC-2026-1633,MISS-13223,CLI-105,AG-22,2024-05-25,2024-07-09,60,20330.81,4066.16,Payée
FAC-2026-1634,MISS-12176,CLI-114,AG-02,2026-05-16,2026-06-30,45,28312.17,5662.43,Payée
FAC-2026-1635,MISS-10553,CLI-110,AG-16,2025-08-01,2025-09-15,30,79283.21,15856.64,Payée
FAC-2026-1636,MISS-12583,CLI-179,AG-12,2024-09-17,2024-11-01,30,81892.78,16378.56,Payée
FAC-2026-1637,MISS-12094,CLI-117,AG-11,2026-05-22,2026-07-06,30,7180.66,1436.13,Payée
FAC-2026-1638,MISS-13368,CLI-156,AG-14,2024-08-07,2024-09-21,45,1989.74,397.95,Payée
FAC-2026-1639,MISS-11023,CLI-106,AG-15,2024-09-01,2024-10-16,30,20285.36,4057.07,En cours
FAC-2026-1640,MISS-12873,CLI-104,AG-14,2025-03-07,2025-04-21,90,4524.28,904.86,Payée
FAC-2026-1641,MISS-12034,CLI-109,AG-14,2026-02-08,2026-03-25,90,74148.58,14829.72,Payée
FAC-2026-1642,MISS-11291,CLI-178,AG-16,2024-08-07,2024-09-21,30,10716.29,2143.26,En cours
FAC-2026-1643,MISS-11504,CLI-112,AG-18,2024-10-07,2024-11-21,30,1169.03,233.81,Payée
FAC-2026-1644,MISS-10887,CLI-144,AG-22,2026-08-14,2026-09-28,30,26401.29,5280.26,Payée
FAC-2026-1645,MISS-11939,CLI-107,AG-05,2025-08-25,2025-10-09,45,11825.14,2365.03,En cours
FAC-2026-1646,MISS-12774,CLI-166,AG-22,2025-11-19,2026-01-03,30,7435.74,1487.15,Payée
FAC-2026-1647,MISS-11659,CLI-170,AG-17,2024-07-20,2024-09-03,30,6861.95,1372.39,En cours
FAC-2026-1648,MISS-12443,CLI-116,AG-18,2024-11-05,2024-12-20,30,2407.48,481.5,Payée
FAC-2026-1649,MISS-12645,CLI-105,AG-19,2025-12-18,2026-02-01,60,2317.54,463.51,Payée
FAC-2026-1650,MISS-13471,CLI-156,AG-03,2025-05-21,2025-07-05,30,50105.81,10021.16,Payée
FAC-2026-1651,MISS-11052,CLI-116,AG-04,2026-07-06,2026-08-20,45,90890.36,18178.07,En cours
FAC-2026-1652,MISS-11335,CLI-147,AG-06,2025-09-13,2025-10-28,30,4597.4,919.48,Payée
FAC-2026-1653,MISS-10564,CLI-170,AG-11,2025-06-23,2025-08-07,30,5370.8,1074.16,Payée
FAC-2026-1654,MISS-13319,CLI-175,AG-13,2025-09-22,2025-11-06,30,7639.0,1527.8,Payée
FAC-2026-1655,MISS-11850,CLI-136,AG-12,2026-07-03,2026-08-17,60,22928.25,4585.65,Payée
FAC-2026-1656,MISS-11474,CLI-100,AG-22,2024-10-24,2024-12-08,60,26698.48,5339.7,Payée
FAC-2026-1657,MISS-11753,CLI-162,AG-19,2026-08-01,2026-09-15,30,2277.23,455.45,Payée
FAC-2026-1658,MISS-12524,CLI-113,AG-08,2024-09-04,2024-10-19,30,17494.93,3498.99,En retard (Litige)
FAC-2026-1659,MISS-12173,CLI-130,AG-13,2024-10-14,2024-11-28,45,28020.52,5604.1,Payée
FAC-2026-1660,MISS-11170,CLI-131,AG-13,2024-02-05,2024-03-21,30,4263.45,852.69,En cours
FAC-2026-1661,MISS-11447,CLI-104,AG-21,2025-06-11,2025-07-26,30,7613.8,1522.76,Payée
FAC-2026-1662,MISS-12776,CLI-149,AG-02,2024-02-04,2024-03-20,30,8391.78,1678.36,Payée
FAC-2026-1663,MISS-12408,CLI-120,AG-14,2024-09-10,2024-10-25,30,4394.74,878.95,Payée
FAC-2026-1664,MISS-10208,CLI-160,AG-01,2026-05-07,2026-06-21,30,23038.51,4607.7,Payée
FAC-2026-1665,MISS-12781,CLI-154,AG-15,2024-09-25,2024-11-09,30,14604.4,2920.88,Payée
FAC-2026-1666,MISS-10379,CLI-132,AG-22,2024-06-28,2024-08-12,30,8204.38,1640.88,En cours
FAC-2026-1667,MISS-11505,CLI-155,AG-10,2024-06-23,2024-08-07,30,8621.72,1724.34,Payée
FAC-2026-1668,MISS-10080,CLI-178,AG-10,2025-04-10,2025-05-25,90,9315.36,1863.07,Payée
FAC-2026-1669,MISS-10245,CLI-129,AG-20,2026-04-12,2026-05-27,45,7840.98,1568.2,En retard (Litige)
FAC-2026-1670,MISS-10751,CLI-170,AG-18,2025-09-28,2025-11-12,45,2015.56,403.11,Payée
FAC-2026-1671,MISS-12654,CLI-112,AG-03,2024-09-22,2024-11-06,30,30433.66,6086.73,Payée
FAC-2026-1672,MISS-11810,CLI-113,AG-03,2026-08-01,2026-09-15,60,19348.44,3869.69,Payée
FAC-2026-1673,MISS-12365,CLI-116,AG-05,2025-03-03,2025-04-17,30,41364.74,8272.95,Payée
FAC-2026-1674,MISS-11640,CLI-122,AG-17,2024-06-01,2024-07-16,30,16858.22,3371.64,Payée
FAC-2026-1675,MISS-10240,CLI-145,AG-03,2025-11-11,2025-12-26,90,8933.44,1786.69,Payée
FAC-2026-1676,MISS-11135,CLI-104,AG-21,2026-06-01,2026-07-16,30,31125.69,6225.14,Payée
FAC-2026-1677,MISS-11816,CLI-158,AG-06,2024-05-03,2024-06-17,45,4990.13,998.03,Payée
FAC-2026-1678,MISS-11555,CLI-135,AG-01,2024-06-07,2024-07-22,45,13936.44,2787.29,Payée
FAC-2026-1679,MISS-11195,CLI-170,AG-19,2026-03-27,2026-05-11,90,1774.2,354.84,Payée
FAC-2026-1680,MISS-12349,CLI-111,AG-10,2024-07-10,2024-08-24,60,8966.53,1793.31,Payée
FAC-2026-1681,MISS-11306,CLI-177,AG-19,2026-04-12,2026-05-27,30,2865.64,573.13,Payée
FAC-2026-1682,MISS-12725,CLI-118,AG-02,2025-12-23,2026-02-06,30,79825.82,15965.16,Payée
FAC-2026-1683,MISS-10500,CLI-176,AG-18,2024-11-15,2024-12-30,30,31193.26,6238.65,Payée
FAC-2026-1684,MISS-11923,CLI-166,AG-13,2025-09-24,2025-11-08,45,2639.61,527.92,Payée
FAC-2026-1685,MISS-10438,CLI-112,AG-03,2024-11-30,2025-01-14,30,7419.76,1483.95,Payée
FAC-2026-1686,MISS-10204,CLI-125,AG-07,2024-10-19,2024-12-03,45,31886.48,6377.3,Payée
FAC-2026-1687,MISS-10705,CLI-158,AG-06,2025-12-08,2026-01-22,90,2345.92,469.18,Payée
FAC-2026-1688,MISS-10632,CLI-174,AG-02,2025-02-21,2025-04-07,45,2395.14,479.03,Payée
FAC-2026-1689,MISS-12795,CLI-151,AG-18,2024-05-10,2024-06-24,30,2476.24,495.25,Payée
FAC-2026-1690,MISS-11523,CLI-158,AG-05,2026-07-08,2026-08-22,45,4864.3,972.86,Payée
FAC-2026-1691,MISS-12771,CLI-119,AG-15,2024-11-11,2024-12-26,30,3580.32,716.06,Payée
FAC-2026-1692,MISS-11999,CLI-158,AG-19,2024-10-21,2024-12-05,90,24207.26,4841.45,Payée
FAC-2026-1693,MISS-12434,CLI-150,AG-08,2025-12-28,2026-02-11,45,18477.21,3695.44,Payée
FAC-2026-1694,MISS-11553,CLI-110,AG-17,2026-03-12,2026-04-26,45,14490.78,2898.16,Payée
FAC-2026-1695,MISS-13356,CLI-117,AG-07,2024-11-24,2025-01-08,45,28333.1,5666.62,Payée
FAC-2026-1696,MISS-12249,CLI-109,AG-13,2025-01-20,2025-03-06,30,4718.65,943.73,Payée
FAC-2026-1697,MISS-11264,CLI-137,AG-12,2024-09-30,2024-11-14,45,23984.28,4796.86,Payée
FAC-2026-1698,MISS-11707,CLI-126,AG-16,2025-08-28,2025-10-12,45,4619.44,923.89,Payée
FAC-2026-1699,MISS-10384,CLI-141,AG-03,2025-04-22,2025-06-06,45,45581.94,9116.39,En cours
FAC-2026-1700,MISS-11633,CLI-175,AG-17,2025-09-13,2025-10-28,30,23691.14,4738.23,Payée
FAC-2026-1701,MISS-10675,CLI-121,AG-03,2024-09-19,2024-11-03,30,5873.36,1174.67,Payée
FAC-2026-1702,MISS-12127,CLI-102,AG-10,2024-12-14,2025-01-28,60,6376.46,1275.29,En cours
FAC-2026-1703,MISS-12334,CLI-100,AG-10,2025-10-31,2025-12-15,30,56740.65,11348.13,Payée
FAC-2026-1704,MISS-13107,CLI-146,AG-09,2025-10-23,2025-12-07,45,65031.96,13006.39,Payée
FAC-2026-1705,MISS-10531,CLI-165,AG-03,2026-07-25,2026-09-08,30,8703.9,1740.78,Payée
FAC-2026-1706,MISS-13034,CLI-139,AG-18,2025-08-14,2025-09-28,30,2583.64,516.73,Payée
FAC-2026-1707,MISS-10598,CLI-164,AG-01,2025-06-11,2025-07-26,30,54325.02,10865.0,Payée
FAC-2026-1708,MISS-12384,CLI-100,AG-13,2025-02-21,2025-04-07,45,25187.36,5037.47,Payée
FAC-2026-1709,MISS-11099,CLI-130,AG-21,2025-09-06,2025-10-21,45,29995.0,5999.0,En cours
FAC-2026-1710,MISS-11886,CLI-119,AG-04,2026-08-23,2026-10-07,45,8541.56,1708.31,Payée
FAC-2026-1711,MISS-11130,CLI-109,AG-15,2024-12-08,2025-01-22,30,3441.6,688.32,Payée
FAC-2026-1712,MISS-10102,CLI-155,AG-21,2025-07-30,2025-09-13,45,7107.9,1421.58,Payée
FAC-2026-1713,MISS-12772,CLI-143,AG-01,2024-02-18,2024-04-03,30,25401.48,5080.3,Payée
FAC-2026-1714,MISS-12414,CLI-171,AG-20,2025-12-07,2026-01-21,30,1223.46,244.69,Payée
FAC-2026-1715,MISS-11988,CLI-113,AG-16,2025-10-13,2025-11-27,90,18514.41,3702.88,Payée
FAC-2026-1716,MISS-10735,CLI-165,AG-18,2024-10-19,2024-12-03,30,7157.76,1431.55,Payée
FAC-2026-1717,MISS-10343,CLI-127,AG-16,2024-03-26,2024-05-10,30,7337.92,1467.58,Payée
FAC-2026-1718,MISS-12015,CLI-132,AG-14,2025-08-12,2025-09-26,45,4167.92,833.58,Payée
FAC-2026-1719,MISS-10161,CLI-169,AG-02,2024-07-25,2024-09-08,30,39488.67,7897.73,Payée
FAC-2026-1720,MISS-13104,CLI-138,AG-14,2025-02-02,2025-03-19,60,7516.85,1503.37,Payée
FAC-2026-1721,MISS-12793,CLI-124,AG-06,2025-03-24,2025-05-08,90,3470.12,694.02,En cours
FAC-2026-1722,MISS-11504,CLI-112,AG-18,2024-10-07,2024-11-21,45,1169.03,233.81,Payée
FAC-2026-1723,MISS-12360,CLI-113,AG-07,2024-06-17,2024-08-01,60,40045.3,8009.06,En retard (Litige)
FAC-2026-1724,MISS-10320,CLI-145,AG-12,2024-05-16,2024-06-30,30,75115.51,15023.1,Payée
FAC-2026-1725,MISS-12013,CLI-162,AG-09,2025-03-20,2025-05-04,30,45082.25,9016.45,Payée
FAC-2026-1726,MISS-10815,CLI-118,AG-20,2025-11-22,2026-01-06,60,15109.12,3021.82,Payée
FAC-2026-1727,MISS-12034,CLI-109,AG-14,2026-02-08,2026-03-25,60,74148.58,14829.72,Payée
FAC-2026-1728,MISS-13194,CLI-109,AG-02,2025-11-04,2025-12-19,30,19706.24,3941.25,Payée
FAC-2026-1729,MISS-12202,CLI-104,AG-21,2026-01-06,2026-02-20,45,11613.83,2322.77,Payée
FAC-2026-1730,MISS-11756,CLI-142,AG-16,2024-11-01,2024-12-16,30,8663.22,1732.64,En cours
FAC-2026-1731,MISS-12568,CLI-168,AG-18,2025-07-17,2025-08-31,30,2098.78,419.76,Payée
FAC-2026-1732,MISS-10498,CLI-144,AG-06,2024-08-31,2024-10-15,45,32362.75,6472.55,En retard (Litige)
FAC-2026-1733,MISS-10955,CLI-134,AG-02,2026-08-09,2026-09-23,30,4812.14,962.43,Payée
FAC-2026-1734,MISS-10599,CLI-126,AG-10,2026-04-30,2026-06-14,30,30180.06,6036.01,En retard (Litige)
FAC-2026-1735,MISS-12076,CLI-122,AG-14,2026-01-27,2026-03-13,60,5899.59,1179.92,Payée
FAC-2026-1736,MISS-10314,CLI-158,AG-14,2026-06-04,2026-07-19,45,9179.36,1835.87,Payée
FAC-2026-1737,MISS-13431,CLI-108,AG-15,2024-01-31,2024-03-16,90,16867.54,3373.51,Payée
FAC-2026-1738,MISS-10297,CLI-157,AG-03,2026-08-27,2026-10-11,60,33684.4,6736.88,Payée
FAC-2026-1739,MISS-10026,CLI-133,AG-16,2026-07-31,2026-09-14,30,44797.26,8959.45,Payée
FAC-2026-1740,MISS-12463,CLI-106,AG-01,2024-09-07,2024-10-22,120,988.2,197.64,Payée
FAC-2026-1741,MISS-12476,CLI-161,AG-20,2024-12-26,2025-02-09,45,25549.36,5109.87,Payée
FAC-2026-1742,MISS-12635,CLI-139,AG-21,2024-06-05,2024-07-20,30,4841.31,968.26,Payée
FAC-2026-1743,MISS-12849,CLI-100,AG-08,2026-07-24,2026-09-07,30,2168.72,433.74,En cours
FAC-2026-1744,MISS-13350,CLI-148,AG-19,2024-04-02,2024-05-17,60,34565.87,6913.17,Payée
FAC-2026-1745,MISS-11199,CLI-103,AG-17,2025-12-06,2026-01-20,60,2120.25,424.05,Payée
FAC-2026-1746,MISS-13003,CLI-105,AG-08,2024-03-11,2024-04-25,30,5165.5,1033.1,Payée
FAC-2026-1747,MISS-13309,CLI-135,AG-17,2025-10-25,2025-12-09,30,6160.7,1232.14,Payée
FAC-2026-1748,MISS-10661,CLI-154,AG-14,2024-07-24,2024-09-07,30,4610.44,922.09,Payée
FAC-2026-1749,MISS-11792,CLI-138,AG-21,2025-10-21,2025-12-05,30,24200.18,4840.04,En cours
FAC-2026-1750,MISS-12770,CLI-140,AG-14,2024-05-27,2024-07-11,45,2021.69,404.34,Payée
FAC-2026-1751,MISS-12078,CLI-111,AG-04,2026-01-23,2026-03-09,30,9417.44,1883.49,Payée
FAC-2026-1752,MISS-12765,CLI-148,AG-11,2025-02-24,2025-04-10,30,27826.62,5565.33,Payée
FAC-2026-1753,MISS-13014,CLI-165,AG-03,2025-05-13,2025-06-27,45,66516.51,13303.3,Payée
FAC-2026-1754,MISS-11140,CLI-173,AG-16,2024-04-23,2024-06-07,30,85767.38,17153.48,En cours
FAC-2026-1755,MISS-11713,CLI-156,AG-07,2024-08-22,2024-10-06,45,56639.94,11327.99,Payée
FAC-2026-1756,MISS-11264,CLI-137,AG-12,2024-09-30,2024-11-14,30,23984.28,4796.86,Payée
FAC-2026-1757,MISS-11757,CLI-154,AG-04,2026-07-30,2026-09-13,30,49956.82,9991.36,Payée
FAC-2026-1758,MISS-11260,CLI-101,AG-06,2025-08-21,2025-10-05,45,4718.24,943.65,En retard (Litige)
FAC-2026-1759,MISS-12101,CLI-134,AG-08,2026-02-13,2026-03-30,45,6243.72,1248.74,Payée
FAC-2026-1760,MISS-12923,CLI-116,AG-06,2025-08-24,2025-10-08,30,43973.95,8794.79,Payée
FAC-2026-1761,MISS-11049,CLI-147,AG-14,2024-07-23,2024-09-06,30,71758.1,14351.62,En cours
FAC-2026-1762,MISS-11764,CLI-145,AG-16,2024-04-13,2024-05-28,120,1090.82,218.16,Payée
FAC-2026-1763,MISS-12028,CLI-147,AG-20,2024-08-30,2024-10-14,45,8688.03,1737.61,Payée
FAC-2026-1764,MISS-10537,CLI-152,AG-12,2024-09-07,2024-10-22,30,2830.38,566.08,En retard (Litige)
FAC-2026-1765,MISS-11526,CLI-140,AG-18,2025-01-04,2025-02-18,30,17045.34,3409.07,Payée
FAC-2026-1766,MISS-11573,CLI-112,AG-16,2024-04-24,2024-06-08,30,4409.1,881.82,Payée
FAC-2026-1767,MISS-11312,CLI-126,AG-02,2025-07-29,2025-09-12,45,31111.99,6222.4,Payée
FAC-2026-1768,MISS-12102,CLI-179,AG-11,2024-06-23,2024-08-07,30,4640.38,928.08,En retard (Litige)
FAC-2026-1769,MISS-12802,CLI-109,AG-19,2024-12-09,2025-01-23,30,5513.7,1102.74,Payée
FAC-2026-1770,MISS-11404,CLI-178,AG-22,2026-05-30,2026-07-14,90,7298.48,1459.7,Payée
FAC-2026-1771,MISS-12071,CLI-125,AG-05,2026-02-07,2026-03-24,30,5114.57,1022.91,Payée
FAC-2026-1772,MISS-12717,CLI-126,AG-16,2024-10-05,2024-11-19,30,4028.07,805.61,Payée
FAC-2026-1773,MISS-10364,CLI-178,AG-22,2026-07-06,2026-08-20,45,5147.56,1029.51,Payée
FAC-2026-1774,MISS-13486,CLI-164,AG-16,2026-05-15,2026-06-29,30,4677.15,935.43,Payée
FAC-2026-1775,MISS-10287,CLI-110,AG-11,2026-07-26,2026-09-09,30,73777.46,14755.49,Payée
FAC-2026-1776,MISS-13084,CLI-132,AG-02,2025-03-17,2025-05-01,30,1661.35,332.27,Payée
FAC-2026-1777,MISS-13071,CLI-158,AG-07,2024-08-28,2024-10-12,90,10333.51,2066.7,Payée
FAC-2026-1778,MISS-11652,CLI-159,AG-06,2024-11-20,2025-01-04,30,37598.85,7519.77,Payée
FAC-2026-1779,MISS-11821,CLI-170,AG-15,2025-04-14,2025-05-29,45,27136.22,5427.24,Payée
FAC-2026-1780,MISS-13028,CLI-147,AG-05,2025-08-25,2025-10-09,60,2454.41,490.88,Payée
FAC-2026-1781,MISS-13246,CLI-172,AG-21,2026-01-18,2026-03-04,30,27366.32,5473.26,Payée
FAC-2026-1782,MISS-10778,CLI-133,AG-01,2025-11-18,2026-01-02,45,16364.84,3272.97,Payée
FAC-2026-1783,MISS-11266,CLI-166,AG-05,2024-09-03,2024-10-18,30,5825.36,1165.07,Payée
FAC-2026-1784,MISS-11720,CLI-137,AG-03,2024-02-18,2024-04-03,30,1939.16,387.83,Payée
FAC-2026-1785,MISS-10201,CLI-161,AG-01,2025-09-12,2025-10-27,30,69529.3,13905.86,Payée
FAC-2026-1786,MISS-12399,CLI-128,AG-13,2025-07-22,2025-09-05,45,84010.59,16802.12,Payée
FAC-2026-1787,MISS-11743,CLI-111,AG-22,2024-12-29,2025-02-12,30,4390.4,878.08,Payée
FAC-2026-1788,MISS-12662,CLI-133,AG-10,2026-06-07,2026-07-22,45,27927.02,5585.4,En cours
FAC-2026-1789,MISS-12075,CLI-138,AG-01,2026-08-19,2026-10-03,45,32311.92,6462.38,En cours
FAC-2026-1790,MISS-12055,CLI-124,AG-04,2024-12-04,2025-01-18,30,29897.94,5979.59,Payée
FAC-2026-1791,MISS-13052,CLI-150,AG-09,2026-04-12,2026-05-27,30,12969.63,2593.93,Payée
FAC-2026-1792,MISS-12817,CLI-146,AG-15,2025-12-24,2026-02-07,45,1453.66,290.73,Payée
FAC-2026-1793,MISS-10472,CLI-152,AG-18,2025-12-10,2026-01-24,60,24386.34,4877.27,Payée
FAC-2026-1794,MISS-12223,CLI-158,AG-20,2026-01-31,2026-03-17,45,4532.3,906.46,En cours
FAC-2026-1795,MISS-11227,CLI-140,AG-04,2025-05-03,2025-06-17,45,30080.93,6016.19,Payée
FAC-2026-1796,MISS-10851,CLI-144,AG-15,2025-03-26,2025-05-10,45,22019.28,4403.86,Payée
FAC-2026-1797,MISS-13245,CLI-104,AG-14,2024-09-08,2024-10-23,45,19349.96,3869.99,En retard (Litige)
FAC-2026-1798,MISS-10649,CLI-147,AG-03,2026-03-30,2026-05-14,30,22772.62,4554.52,Payée
FAC-2026-1799,MISS-11290,CLI-135,AG-01,2024-02-08,2024-03-24,45,6694.71,1338.94,Payée
FAC-2026-1800,MISS-13485,CLI-122,AG-20,2026-05-15,2026-06-29,30,6523.02,1304.6,Payée
FAC-2026-1801,MISS-10621,CLI-170,AG-03,2026-05-30,2026-07-14,30,5413.51,1082.7,Payée
FAC-2026-1802,MISS-12537,CLI-137,AG-12,2024-08-09,2024-09-23,60,4039.56,807.91,Payée
FAC-2026-1803,MISS-13345,CLI-102,AG-19,2025-07-05,2025-08-19,45,6476.42,1295.28,Payée
FAC-2026-1804,MISS-11175,CLI-130,AG-17,2024-05-03,2024-06-17,60,61173.72,12234.74,Payée
FAC-2026-1805,MISS-13134,CLI-114,AG-18,2025-09-02,2025-10-17,90,7900.36,1580.07,Payée
FAC-2026-1806,MISS-12293,CLI-158,AG-05,2025-05-12,2025-06-26,45,16922.23,3384.45,Payée
FAC-2026-1807,MISS-12079,CLI-131,AG-03,2026-05-21,2026-07-05,30,41275.26,8255.05,Payée
FAC-2026-1808,MISS-13086,CLI-101,AG-14,2024-11-14,2024-12-29,120,6466.42,1293.28,Payée
FAC-2026-1809,MISS-10793,CLI-129,AG-20,2026-07-23,2026-09-06,90,20456.38,4091.28,En cours
FAC-2026-1810,MISS-12735,CLI-157,AG-05,2025-05-06,2025-06-20,30,37752.46,7550.49,En cours
